iter	Logloss
164	0.6194735985
165	0.6193341425
166	0.6191952663
167	0.619072743
168	0.618913219
169	0.6187987809
170	0.6186577949
171	0.6184874745
172	0.6183343714
173	0.6181499047
174	0.6179935375
175	0.617887002
176	0.6177852017
177	0.617618924
178	0.6174349994
179	0.6172798831
180	0.6171055738
181	0.6169606848
182	0.6169123025
183	0.6166855469
184	0.6164979288
185	0.616367272
186	0.6161897362
187	0.6160753464
188	0.6159520501
189	0.6157910819
190	0.6156054663
191	0.6155927104
192	0.6154498668
193	0.6153485013
194	0.6151928964
195	0.6150270857
196	0.6148718996
197	0.6146795249
198	0.6145497056
199	0.6144559368
200	0.6143764003
201	0.6141994979
202	0.6140923451
203	0.613906665
204	0.6136691668
205	0.6135252763
206	0.6133899971
207	0.6132138464
208	0.6130963911
209	0.6129528174
210	0.6127873718
211	0.6126852708
212	0.612539759
213	0.6123587282
214	0.6121356126
215	0.6119528423
216	0.6118279031
217	0.6117601401
218	0.6115543383
219	0.6114241916
220	0.6113190466
221	0.6111932645
222	0.611077844
223	0.6109855408
224	0.6107837709
225	0.6106246013
226	0.6105021639
227	0.6103570547
228	0.6101482089
229	0.6099520385
230	0.6098301702
231	0.6097173374
232	0.609591652
233	0.6094404118
234	0.60926228
235	0.6090629421
236	0.6088840373
237	0.608748479
238	0.6085913655
239	0.6083552363
240	0.6082208966
241	0.6080533626
242	0.6079269202
243	0.6077811721
244	0.6075827147
245	0.6074341857
246	0.6073196402
247	0.6071710199
248	0.6070573979
249	0.6069626949
250	0.6067710073
251	0.6066453756
252	0.6065203237
253	0.6062830402
254	0.6060817964
255	0.6059246561
256	0.6057460734
257	0.6056004596
258	0.605423713
259	0.6052889223
260	0.6051605257
261	0.6049480078
262	0.6047531527
263	0.6046128002
264	0.6044986627
265	0.6043838971
266	0.6042555865
267	0.6040796612
268	0.603905803
269	0.6037691064
270	0.6035414328
271	0.6033395609
272	0.6031793605
273	0.6029943945
274	0.6028674743
275	0.6027030863
276	0.6025764345
277	0.6025035551
278	0.6023740687
279	0.6021873042
280	0.6020462483
281	0.6018504698
282	0.6016830056
283	0.6015736301
284	0.601421182
285	0.6012958563
286	0.6011381684
287	0.6009581147
288	0.6007853892
289	0.6007011551
290	0.60056397
291	0.6003835727
292	0.6001807398
293	0.6000413375
294	0.5998665397
295	0.5996549828
296	0.5995350579
297	0.5993755554
298	0.5992381878
299	0.5990340718
300	0.5989050095
301	0.5987679802
302	0.5986303227
303	0.5984396122
304	0.5983298716
305	0.5981383398
306	0.5980025613
307	0.5978452277
308	0.5977167935
309	0.5975264374
310	0.5972860347
311	0.5971381392
312	0.5970095708
313	0.5968083217
314	0.596665725
315	0.5965087243
316	0.5963389945
317	0.5960808431
318	0.5959406623
319	0.5957436598
320	0.5955484128
321	0.5952832338
322	0.595199601
323	0.5950420849
324	0.594917441
325	0.5947235362
326	0.5945833876
327	0.5943285916
328	0.594119719
329	0.593826258
330	0.5936377433
331	0.5934759107
332	0.593304871
333	0.5930529526
334	0.5928684858
335	0.5926377145
336	0.5925039815
337	0.5923304507
338	0.592184708
339	0.5920106081
340	0.5918470039
341	0.5916234373
342	0.5914764599
343	0.5912664008
344	0.5910721899
345	0.5909352572
346	0.5907951301
347	0.59063173
348	0.5904132206
349	0.5902783548
350	0.5900770628
351	0.5899931669
352	0.5898151157
353	0.589691873
354	0.5895229915
355	0.5893343533
356	0.5891746575
357	0.5889964398
358	0.5888241653
359	0.5886250368
360	0.5883540221
361	0.5881553553
362	0.5879726119
363	0.5877001047
364	0.5875296447
365	0.5873944783
366	0.5872255216
367	0.5870512445
368	0.5868343512
369	0.5866524721
370	0.5865061174
371	0.5863631181
372	0.5862271625
373	0.5859988876
374	0.585780695
375	0.5855521194
376	0.5853424093
377	0.5850965628
378	0.5849586476
379	0.5847577689
380	0.5845758684
381	0.5843457252
382	0.5841633469
383	0.5839529764
384	0.5837669528
385	0.5836092595
386	0.5833924574
387	0.5831397712
388	0.5829425808
389	0.5826782554
390	0.5825348373
391	0.5823377382
392	0.5820592557
393	0.5818545169
394	0.5816530799
395	0.5814979313
396	0.5813315784
397	0.5811182498
398	0.5809814889
399	0.5808324499
400	0.5806728024
401	0.5804508142
402	0.5802403256
403	0.5800524551
404	0.5798560485
405	0.5796407765
406	0.5794640996
407	0.579248629
408	0.5790197098
409	0.5788279525
410	0.5786193214
411	0.5784162523
412	0.5782004058
413	0.5780532297
414	0.5779247795
415	0.5777658514
416	0.5776071327
417	0.5774034999
418	0.5772910374
419	0.5770160607
420	0.5768584747
421	0.5765991583
422	0.5764505273
423	0.5761961984
424	0.5760118766
425	0.5758928429
426	0.5757006883
427	0.5754626532
428	0.575263879
429	0.5751119785
430	0.5750081542
431	0.5748058152
432	0.5745356917
433	0.574315459
434	0.5741938806
435	0.5739491401
436	0.5737970785
437	0.5736678444
438	0.5735406289
439	0.5732945247
440	0.5731738053
441	0.5730189252
442	0.5728148629
443	0.5726157559
444	0.5724323467
445	0.5722787283
446	0.5720521767
447	0.571878764
448	0.57170293
449	0.5715181841
450	0.5713616934
451	0.5712002958
452	0.5710785939
453	0.5709290448
454	0.57070929
455	0.5705086206
456	0.5703242183
457	0.570190888
458	0.5700071353
459	0.5698263299
460	0.5696510812
461	0.5694177383
462	0.5692286062
463	0.569034288
464	0.5688167289
465	0.568659959
466	0.5684448426
467	0.5683137456
468	0.5681452023
469	0.5679591464
470	0.567821548
471	0.5675926611
472	0.5674262974
473	0.5672525035
474	0.5670444738
475	0.5669043521
476	0.5667685951
477	0.5665408893
478	0.5663672028
479	0.566233357
480	0.5661115048
481	0.5659328845
482	0.5657866587
483	0.5656166014
484	0.5654544306
485	0.56531498
486	0.5650650319
487	0.5648462756
488	0.5646497079
489	0.5645353772
490	0.5644158067
491	0.5642840654
492	0.5641298188
493	0.5639333746
494	0.5636850908
495	0.5634832028
496	0.5633568785
497	0.5631168409
498	0.5630110302
499	0.5628390939
500	0.5626891583
501	0.5624921235
502	0.5622957169
503	0.5620657885
504	0.561973292
505	0.5618474724
506	0.5616270035
507	0.5614836982
508	0.5613277658
509	0.5611606935
510	0.5610168943
511	0.5608677586
512	0.5606656075
513	0.5604612016
514	0.5602941562
515	0.5601247002
516	0.5599598612
517	0.5597905179
518	0.5596328032
519	0.5594773593
520	0.5593659384
521	0.5591656395
522	0.5590288357
523	0.5589164591
524	0.5587312515
525	0.5585096337
526	0.5583547643
527	0.5582020585
528	0.5580689429
529	0.5579475739
530	0.5578200202
531	0.5576404174
532	0.5574748269
533	0.5573341898
534	0.5572121497
535	0.5570394725
536	0.5568872284
537	0.5567340823
538	0.5565913085
539	0.556506661
540	0.5563925826
541	0.5561894115
542	0.5559614212
543	0.5557513674
544	0.555634653
545	0.5554582769
546	0.5553093291
547	0.5551596834
548	0.5548955352
549	0.5546871296
550	0.5545485648
551	0.5543953597
552	0.5542439156
553	0.5540584556
554	0.5539167018
555	0.5537723282
556	0.5535980994
557	0.5534349033
558	0.5532135002
559	0.5530711237
560	0.5529639655
561	0.5527170936
562	0.5525263402
563	0.5523554668
564	0.5522163974
565	0.5520349317
566	0.5518736307
567	0.5516838436
568	0.551509572
569	0.5513549388
570	0.5511762058
571	0.5509724602
572	0.5508939384
573	0.5507239294
574	0.5506039187
575	0.5504354451
576	0.5503161645
577	0.5502022203
578	0.5500551194
579	0.5498341244
580	0.5496333477
581	0.5495073992
582	0.5493646415
583	0.5492380112
584	0.5490013988
585	0.548827825
586	0.5486600548
587	0.5484812251
588	0.5482960121
589	0.5481799634
590	0.5480076835
591	0.5478840382
592	0.5476839648
593	0.5475706273
594	0.5473579805
595	0.547165289
596	0.5469932077
597	0.5468546537
598	0.5466739933
599	0.5465385047
600	0.5463559975
601	0.5462121607
602	0.5460778962
603	0.5459118547
604	0.5457409653
605	0.5455896768
606	0.545414734
607	0.5452521284
608	0.5450843743
609	0.5448747178
610	0.5447330285
611	0.5445913713
612	0.5444968724
613	0.5442807789
614	0.5441474915
615	0.5439608075
616	0.5437770817
617	0.5436469725
618	0.543502631
619	0.5433188676
620	0.5432359971
621	0.5430741378
622	0.5429820601
623	0.5428227455
624	0.5427149001
625	0.5426095081
626	0.542416269
627	0.5422826863
628	0.5421269311
629	0.5419652489
630	0.5417949554
631	0.5416511669
632	0.5414626737
633	0.5413364622
634	0.5411363941
635	0.5410341643
636	0.5408421439
637	0.5406751145
638	0.5404586775
639	0.5403339907
640	0.5402319112
641	0.5401171402
642	0.5399529616
643	0.5397913653
644	0.5395727379
645	0.5393374945
646	0.5392153255
647	0.5390348692
648	0.5388391283
649	0.5386751483
650	0.5385176483
651	0.5383823798
652	0.5381650677
653	0.53793799
654	0.537807199
655	0.5376982799
656	0.5375529076
657	0.5373981939
658	0.5372265368
659	0.5370072651
660	0.5369031778
661	0.5366773832
662	0.5365952536
663	0.5364351015
664	0.5362985284
665	0.5361416995
666	0.5359743212
667	0.5357981597
668	0.5356071486
669	0.5354838683
670	0.5353722058
671	0.5352275691
672	0.5350728393
673	0.5349015794
674	0.5347691617
675	0.5346285568
676	0.5344627515
677	0.5343329215
678	0.5342164219
679	0.5340254859
680	0.5337941509
681	0.5336431415
682	0.533509022
683	0.5333144944
684	0.5332067295
685	0.5330609439
686	0.5329303032
687	0.5327929839
688	0.5326445569
689	0.5324999793
690	0.5323359026
691	0.532201112
692	0.5321087551
693	0.5319979892
694	0.5318193152
695	0.5316901402
696	0.5315068546
697	0.5313828227
698	0.5312376008
699	0.531094478
700	0.5309251777
701	0.5307653047
702	0.5306174736
703	0.5304845083
704	0.5303442739
705	0.530219834
706	0.5300368168
707	0.5298743508
708	0.5297283182
709	0.5295721388
710	0.5293926166
711	0.5292531445
712	0.529101754
713	0.5289568113
714	0.5287747175
715	0.5285872389
716	0.5284319562
717	0.5282748964
718	0.528127629
719	0.5280183018
720	0.5278966429
721	0.5277745545
722	0.5276595205
723	0.5275043773
724	0.5273905834
725	0.5271906174
726	0.527055247
727	0.5269319882
728	0.5268186023
729	0.5266799302
730	0.5265739853
731	0.5264324838
732	0.5263360146
733	0.5261808875
734	0.5260418342
735	0.5259213617
736	0.5257389028
737	0.525526138
738	0.5253973924
739	0.5252895631
740	0.5251036683
741	0.5249294503
742	0.5247697223
743	0.5246498887
744	0.5245035555
745	0.5243024191
746	0.5241843625
747	0.5240642122
748	0.5238920182
749	0.5237025908
750	0.5235676123
751	0.5234413202
752	0.5232954541
753	0.5231339168
754	0.5229933871
755	0.5228667944
756	0.5226321684
757	0.5224456508
758	0.5222891815
759	0.5220719929
760	0.5219431615
761	0.5218411035
762	0.5217524886
763	0.5216493246
764	0.5215296038
765	0.5214019481
766	0.5211800135
767	0.5210513485
768	0.5209093371
769	0.5207469891
770	0.5206552604
771	0.5204784816
772	0.5202957382
773	0.5201219551
774	0.5199392707
775	0.5198442027
776	0.5196813287
777	0.5195498612
778	0.5193748165
779	0.5192130323
780	0.5190640308
781	0.518940772
782	0.5188384187
783	0.5187241685
784	0.518546171
785	0.5183805482
786	0.5182771696
787	0.518112642
788	0.5179959437
789	0.5178214197
790	0.5176069744
791	0.5174225238
792	0.5172795352
793	0.5171146318
794	0.5169896282
795	0.5168553959
796	0.5166245817
797	0.5165040394
798	0.5163665967
799	0.5162511707
800	0.5161024001
801	0.5159248375
802	0.5158186134
803	0.5157113102
804	0.515583719
805	0.515352298
806	0.5152106677
807	0.5150897067
808	0.5148807643
809	0.5147011133
810	0.5145755889
811	0.5144072603
812	0.5142728723
813	0.5141270491
814	0.5139801253
815	0.5138373945
816	0.5136449768
817	0.5135177613
818	0.5133409126
819	0.5132350536
820	0.5131275733
821	0.5129985647
822	0.5128463206
823	0.5127214029
824	0.512561385
825	0.5124632515
826	0.5123292178
827	0.5121442625
828	0.5119824568
829	0.5118080348
830	0.5116427771
831	0.5115125123
832	0.5113471633
833	0.5111732996
834	0.5110324156
835	0.5108394127
836	0.5107103289
837	0.5105619234
838	0.5104164276
839	0.5102398958
840	0.5100788739
841	0.5099580632
842	0.509842342
843	0.5097191477
844	0.5095878037
845	0.5094725335
846	0.5092846254
847	0.5091367729
848	0.5090010857
849	0.5088444231
850	0.5086996039
851	0.5085915223
852	0.5084137663
853	0.5083070806
854	0.5081715329
855	0.5079845
856	0.5078207884
857	0.5076281936
858	0.5075225815
859	0.5074107848
860	0.5072569086
861	0.5070963324
862	0.5069987089
863	0.5067968853
864	0.5066727031
865	0.5065317117
866	0.5064428498
867	0.5063078874
868	0.5061476064
869	0.5060545516
870	0.5058747717
871	0.5057109904
872	0.5056089807
873	0.5054733472
874	0.5053564771
875	0.5051792795
876	0.5050349327
877	0.5049056127
878	0.5048207451
879	0.5046622519
880	0.5045662927
881	0.5043795335
882	0.5042122679
883	0.5040340073
884	0.5039015306
885	0.503834444
886	0.5037214017
887	0.5035781662
888	0.503403916
889	0.5032514571
890	0.5031083075
891	0.5029504102
892	0.5028283916
893	0.5027294205
894	0.5025486421
895	0.5023957537
896	0.5022639105
897	0.5021042147
898	0.5019832
899	0.5018741788
900	0.5017899823
901	0.5016563782
902	0.5014950503
903	0.5013431068
904	0.5012439157
905	0.5011514515
906	0.5010258359
907	0.5009102113
908	0.500756276
909	0.5006096744
910	0.5004548104
911	0.5003363028
912	0.5001503168
913	0.5000958518
914	0.499965383
915	0.4998174713
916	0.4996466893
917	0.4995371903
918	0.4993595579
919	0.4992496026
920	0.4990586613
921	0.4989494845
922	0.4988129329
923	0.4987050607
924	0.4985669254
925	0.4984251555
926	0.4983023047
927	0.4982098781
928	0.4980616551
929	0.4979706243
930	0.4977321812
931	0.4976391801
932	0.4975336969
933	0.4974219807
934	0.4972147509
935	0.497123151
936	0.4969539527
937	0.4968209015
938	0.4967199172
939	0.496578244
940	0.4964472651
941	0.4963230883
942	0.4962087092
943	0.4960867926
944	0.4959467085
945	0.4958119232
946	0.4956447328
947	0.4955433673
948	0.4953695949
949	0.4952007027
950	0.4950952517
951	0.4949567406
952	0.4948684693
953	0.4946991689
954	0.4946032956
955	0.4944765526
956	0.4942743693
957	0.4941489416
958	0.4940136678
959	0.4939132043
960	0.4938282078
961	0.4937233313
962	0.4935664057
963	0.4933643835
964	0.4932493495
965	0.4931184833
966	0.4929767242
967	0.4928803945
968	0.4926834457
969	0.4925529392
970	0.4924154482
971	0.4922994585
972	0.4921510691
973	0.4919996518
974	0.4918953712
975	0.4917311013
976	0.49159317
977	0.4914793654
978	0.4913898969
979	0.4912989305
980	0.4911811048
981	0.4910099523
982	0.4908340056
983	0.4907503835
984	0.4906396552
985	0.4905208899
986	0.4903553853
987	0.4902333505
988	0.4901010509
989	0.4899752904
990	0.4898833308
991	0.4897423447
992	0.4896141039
993	0.4895143651
994	0.4893813515
995	0.4892691306
996	0.4891751578
997	0.4890514159
998	0.4889057376
999	0.4888149967
